Date,Open,High,Low,Close,Adj Close,Volume
2021-06-02,386.450012,387.239990,385.470001,386.480011,373.198669,3209200
2021-06-03,384.170013,386.109985,382.700012,385.010010,371.779236,3391000
2021-06-04,386.809998,388.799988,386.760010,388.500000,375.149231,2628100
2021-06-07,388.519989,388.690002,387.250000,388.170013,374.830627,2500600
2021-06-08,389.000000,389.079987,386.440002,388.230011,374.888489,2386600
2021-06-09,389.079987,389.130005,387.410004,387.619995,374.299469,2968100
2021-06-10,388.859985,390.359985,387.579987,389.410004,376.027954,2611800
2021-06-11,390.000000,390.200012,388.730011,390.089996,376.684631,2241500
2021-06-14,390.209991,391.070007,389.000000,391.070007,377.630890,2252200
2021-06-15,391.149994,391.200012,389.410004,390.250000,376.839081,2405000
2021-06-16,390.420013,390.579987,386.019989,388.109985,374.772614,4194300
2021-06-17,387.619995,388.910004,385.500000,387.970001,374.637451,4065300
2021-06-18,384.790009,385.380005,382.519989,382.820007,369.664490,5211100
2021-06-21,384.500000,388.380005,383.649994,388.179993,374.840240,4389800
2021-06-22,388.239990,391.089996,387.470001,390.239990,376.829437,2705400
2021-06-23,390.350006,391.140015,389.700012,389.820007,376.423889,2404200
2021-06-24,391.890015,392.519989,391.670013,392.049988,378.577240,2987800
2021-06-25,392.899994,393.920013,392.540009,393.500000,379.977386,2862800
2021-06-28,394.029999,394.450012,392.829987,394.320007,380.769257,2418500
2021-06-29,393.350006,393.940002,392.660004,393.160004,380.936859,2927600
2021-06-30,392.720001,394.130005,392.720001,393.519989,381.285706,3795900
2021-07-01,394.299988,395.850006,394.209991,395.739990,383.436615,3414500
2021-07-02,396.850006,399.049988,396.529999,398.750000,386.353027,4363100
2021-07-06,398.769989,398.989990,395.299988,398.000000,385.626373,4331300
2021-07-07,398.670013,399.660004,396.679993,399.369995,386.953796,4747800
2021-07-08,394.200012,396.880005,393.019989,396.190002,383.872650,5817100
2021-07-09,397.630005,400.649994,397.420013,400.369995,387.922699,3332200
2021-07-12,400.299988,402.029999,399.869995,401.820007,389.327576,2929200
2021-07-13,401.079987,402.500000,400.179993,400.459991,388.009857,4313100
2021-07-14,402.059998,402.570007,399.820007,401.010010,388.542786,3332200
2021-07-15,399.739990,400.380005,397.809998,399.720001,387.292908,4483900
2021-07-16,400.839996,400.880005,396.140015,396.609985,384.279541,4516600
2021-07-19,391.779999,392.260010,387.929993,390.679993,378.533936,12336200
2021-07-20,391.350006,397.500000,390.010010,396.200012,383.882355,4043100
2021-07-21,397.480011,399.619995,397.269989,399.529999,387.108795,2996600
2021-07-22,399.709991,400.559998,398.700012,400.380005,387.932404,2575700
2021-07-23,402.170013,404.750000,401.579987,404.380005,391.808014,3151900
2021-07-26,403.920013,405.420013,403.820007,405.410004,392.806030,2374300
2021-07-27,404.450012,404.450012,400.799988,403.609985,391.061920,3626100
2021-07-28,404.170013,404.760010,402.040009,403.390015,390.848846,3763700
2021-07-29,404.359985,406.130005,404.350006,405.130005,392.534698,2274200
2021-07-30,402.589996,404.529999,402.470001,403.149994,390.616241,5204500
2021-08-02,404.779999,405.359985,401.940002,402.329987,389.821747,5814700
2021-08-03,403.079987,405.660004,400.920013,405.579987,392.970703,4129600
2021-08-04,404.309998,404.859985,403.339996,403.640015,391.091064,3880200
2021-08-05,404.700012,406.190002,404.380005,406.160004,393.532654,3052800
2021-08-06,406.440002,407.179993,406.170013,406.859985,394.210907,2486900
2021-08-09,406.750000,407.049988,405.690002,406.470001,393.833008,1984400
2021-08-10,406.910004,407.670013,406.230011,406.980011,394.327179,2400700
2021-08-11,408.000000,408.070007,406.910004,407.959991,395.276733,3554400
2021-08-12,407.820007,409.329987,406.970001,409.149994,396.429718,2319300
2021-08-13,409.640015,409.959991,409.179993,409.959991,397.214569,2253800
2021-08-16,408.709991,411.010010,407.149994,410.940002,398.164093,3379100
2021-08-17,408.410004,409.049988,405.309998,408.230011,395.538391,5186300
2021-08-18,407.220001,408.750000,403.540009,403.839996,391.284821,4878300
2021-08-19,401.089996,405.549988,400.929993,404.410004,391.837036,5505700
2021-08-20,404.679993,407.920013,404.260010,407.609985,394.937592,3263600
2021-08-23,409.250000,412.079987,409.230011,411.220001,398.435394,3259400
2021-08-24,411.899994,412.359985,411.350006,411.869995,399.065125,3006500
2021-08-25,412.059998,413.209991,411.670013,412.630005,399.801544,3261400
2021-08-26,412.410004,412.660004,410.200012,410.220001,397.466431,4707600
2021-08-27,411.089996,414.329987,411.019989,413.859985,400.993317,3882200
2021-08-30,414.660004,416.559998,414.390015,415.760010,402.834229,2811800
2021-08-31,415.660004,416.019989,414.579987,415.049988,402.146301,6062900
2021-09-01,416.049988,416.589996,415.160004,415.489990,402.572601,3256400
2021-09-02,416.799988,417.440002,415.500000,416.730011,403.774078,2835500
2021-09-03,415.579987,417.059998,415.160004,416.570007,403.619049,3740000
2021-09-07,416.269989,416.290009,414.420013,415.029999,402.126923,3542500
2021-09-08,414.529999,415.260010,412.670013,414.630005,401.739380,4012600
2021-09-09,414.339996,416.070007,412.570007,412.769989,399.937134,3887800
2021-09-10,414.690002,415.100006,409.420013,409.579987,396.846344,4035500
2021-09-13,412.519989,412.709991,408.309998,410.540009,397.776489,4738300
2021-09-14,412.019989,412.179993,407.489990,408.410004,395.712708,3657700
2021-09-15,408.790009,412.260010,407.700012,411.820007,399.016754,3891400
2021-09-16,411.269989,412.190002,408.230011,411.109985,398.328766,3351500
2021-09-17,410.350006,410.779999,406.769989,407.079987,394.424072,5396100
2021-09-20,401.109985,402.640015,395.570007,400.429993,387.980865,10942700
2021-09-21,402.660004,403.899994,399.440002,400.040009,387.602966,6418100
2021-09-22,402.170013,405.850006,401.260010,403.899994,391.342896,6004800
2021-09-23,405.709991,410.320007,405.470001,408.779999,396.071228,4098000
2021-09-24,407.170013,410.130005,406.950012,409.459991,396.730072,3417700
2021-09-27,408.420013,409.570007,407.589996,408.299988,395.606140,3546600
2021-09-28,405.549988,405.869995,399.329987,400.140015,387.699890,8234300
2021-09-29,400.100006,401.790009,398.859985,399.459991,388.310303,4724200
2021-09-30,400.850006,401.519989,394.339996,394.399994,383.391541,9511200
2021-10-01,396.230011,400.850006,392.769989,399.119995,387.979797,8482200
2021-10-04,398.119995,398.940002,391.959991,394.209991,383.206818,8820400
2021-10-05,395.559998,400.350006,394.790009,398.040009,386.929993,5523200
2021-10-06,394.649994,400.019989,393.059998,399.809998,388.650574,6590000
2021-10-07,403.070007,406.049988,402.850006,403.250000,391.994537,4409200
2021-10-08,404.040009,404.390015,401.940002,402.489990,391.255737,3960900
2021-10-11,401.910004,404.739990,399.559998,399.559998,388.407501,3695700
2021-10-12,400.549988,400.920013,397.869995,398.760010,387.629852,6201300
2021-10-13,399.640015,400.880005,396.750000,400.040009,388.874115,6492400
2021-10-14,403.700012,406.950012,403.220001,406.760010,395.406555,3785200
2021-10-15,408.920013,410.260010,408.279999,409.929993,398.488037,3501600
2021-10-18,408.200012,411.459991,407.529999,411.179993,399.703156,3402700
2021-10-19,412.739990,414.380005,412.140015,414.380005,402.813873,2838300
2021-10-20,414.739990,416.220001,414.649994,415.989990,404.378937,3208200
2021-10-21,415.380005,417.239990,414.940002,417.010010,405.370422,2579500
2021-10-22,416.579987,418.000000,414.700012,416.589996,404.962189,3648900
2021-10-25,417.640015,419.140015,415.929993,418.750000,407.061890,2511500
2021-10-26,420.269989,421.529999,418.859985,419.149994,407.450714,3085300
2021-10-27,419.660004,420.290009,417.279999,417.329987,405.681519,2873500
2021-10-28,418.779999,421.440002,418.750000,421.410004,409.647614,3643600
2021-10-29,419.149994,422.519989,418.869995,422.160004,410.376709,4637400
2021-11-01,423.190002,423.570007,421.279999,423.049988,411.241852,3937300
2021-11-02,423.149994,424.959991,423.010010,424.690002,412.836029,2989200
2021-11-03,424.140015,427.660004,423.690002,427.250000,415.324615,3562900
2021-11-04,427.850006,429.369995,427.540009,429.250000,417.268860,4287300
2021-11-05,431.549988,432.760010,429.299988,430.709991,418.688049,4942900
2021-11-08,431.880005,432.339996,430.500000,431.230011,419.193573,3511600
2021-11-09,431.559998,431.750000,428.339996,429.720001,417.725677,4696000
2021-11-10,428.089996,429.730011,424.809998,426.260010,414.362274,6350700
2021-11-11,427.700012,427.820007,426.390015,426.399994,414.498322,3634600
2021-11-12,427.660004,430.170013,426.730011,429.570007,417.579865,3655500
2021-11-15,430.950012,431.010010,428.649994,429.769989,417.774292,3122300
2021-11-16,429.519989,432.589996,429.470001,431.410004,419.368530,3267000
2021-11-17,431.239990,431.390015,429.839996,430.369995,418.357544,3764900
2021-11-18,431.440002,432.170013,428.799988,431.859985,419.805939,4732200
2021-11-19,431.869995,432.989990,430.380005,431.049988,419.018555,4886200
2021-11-22,432.929993,435.410004,429.720001,429.910004,417.910400,4868300
2021-11-23,429.570007,431.290009,427.040009,430.470001,418.454773,6795200
2021-11-24,428.559998,431.750000,427.709991,431.529999,419.485168,4569600
2021-11-26,425.190002,426.519989,420.899994,422.140015,410.357269,7702500
2021-11-29,426.709991,428.980011,424.549988,427.239990,415.314850,6300800
2021-11-30,424.799988,426.630005,418.630005,419.059998,407.363220,8657600
2021-12-01,424.470001,427.220001,413.970001,414.239990,402.677734,8337000
2021-12-02,414.420013,422.059998,414.029999,420.559998,408.821350,10417700
2021-12-03,422.119995,423.190002,412.769989,416.839996,405.205200,10228900
2021-12-06,419.410004,423.660004,417.000000,421.820007,410.046173,7289500
2021-12-07,426.980011,431.100006,426.940002,430.489990,418.474182,4731900
2021-12-08,430.950012,432.140015,429.239990,431.700012,419.650421,4476500
2021-12-09,430.459991,431.320007,428.609985,428.760010,416.792480,5035400
2021-12-10,431.440002,432.959991,428.950012,432.850006,420.768280,6238300
2021-12-13,432.359985,432.660004,428.750000,429.010010,417.035522,5923900
2021-12-14,425.799988,428.239990,423.200012,426.089996,414.197021,6522900
2021-12-15,426.109985,432.980011,423.670013,432.750000,420.671143,6871300
2021-12-16,434.559998,434.799988,427.350006,428.839996,416.870270,7159500
2021-12-17,425.850006,428.790009,422.670013,424.390015,412.544495,8882700
2021-12-20,419.390015,420.220001,416.299988,419.799988,408.082550,9903400
2021-12-21,421.649994,425.850006,419.519989,425.690002,415.324860,6916700
2021-12-22,425.450012,430.089996,425.320007,429.989990,419.520111,4992200
2021-12-23,430.910004,434.100006,430.869995,432.640015,422.105591,5032700
2021-12-27,433.980011,438.820007,433.950012,438.809998,428.125366,4986300
2021-12-28,439.279999,440.190002,437.660004,438.480011,427.803406,4865800
2021-12-29,438.500000,439.950012,437.540009,439.010010,428.320526,4596700
2021-12-30,439.390015,440.359985,437.320007,437.769989,427.110657,3751800
2021-12-31,437.230011,438.380005,436.390015,436.570007,425.939941,5185600
2022-01-03,437.929993,439.269989,435.640015,439.250000,428.554657,6017300
2022-01-04,440.579987,441.260010,437.220001,439.070007,428.379059,6262200
2022-01-05,438.779999,439.410004,430.529999,430.660004,420.173798,7539600
2022-01-06,430.200012,432.829987,427.899994,430.079987,419.607941,7971500
2022-01-07,430.209991,431.359985,427.200012,428.589996,418.154205,6157500
2022-01-10,425.380005,428.190002,419.769989,428.029999,417.607849,10481500
2022-01-11,427.679993,431.950012,424.779999,431.779999,421.266541,7282400
2022-01-12,433.559998,435.040009,431.140015,433.070007,422.525146,8270300
2022-01-13,434.089996,434.720001,426.089996,427.100006,416.700531,7521300
2022-01-14,423.950012,427.579987,422.809998,427.230011,416.827362,9960800
2022-01-18,422.619995,424.980011,417.329987,419.739990,409.519714,10681500
2022-01-19,421.170013,422.540009,415.070007,415.329987,405.217102,8184100
2022-01-20,417.170013,421.750000,410.290009,410.760010,400.758362,8907600
2022-01-21,409.709991,411.929993,402.660004,402.690002,392.884857,16225900
2022-01-24,397.260010,404.880005,386.839996,404.369995,394.523956,22970700
2022-01-25,398.170013,404.260010,392.730011,399.459991,389.733521,16836300
2022-01-26,405.660004,408.200012,394.339996,398.559998,388.855408,14377300
2022-01-27,402.929993,405.970001,394.820007,396.540009,386.884644,12455200
2022-01-28,397.820007,406.329987,393.299988,406.260010,396.367950,12096800
2022-01-31,405.670013,413.970001,404.350006,413.690002,403.616974,9200400
2022-02-01,414.339996,417.040009,410.899994,416.390015,406.251282,8154900
2022-02-02,418.980011,421.179993,416.540009,420.359985,410.124634,6726500
2022-02-03,414.589996,416.429993,409.790009,410.589996,400.592529,7658300
2022-02-04,410.339996,416.239990,408.059998,412.519989,402.475494,8210000
2022-02-07,413.230011,414.619995,409.899994,411.160004,401.148621,5620900
2022-02-08,410.720001,415.459991,409.350006,414.489990,404.397522,5565700
2022-02-09,418.549988,420.869995,418.350006,420.570007,410.329529,6284500
2022-02-10,414.929993,420.799988,411.140015,413.179993,403.119446,9260500
2022-02-11,413.149994,415.200012,403.570007,404.940002,395.080109,10458600
2022-02-14,404.429993,405.989990,400.239990,403.619995,393.792236,10167600
2022-02-15,408.179993,410.290009,407.459991,410.100006,400.114471,6815000
2022-02-16,408.200012,411.890015,406.320007,410.589996,400.592529,7743800
2022-02-17,407.489990,407.980011,401.230011,401.859985,392.075043,7541000
2022-02-18,402.149994,403.309998,397.000000,399.290009,389.567657,10570800
2022-02-22,397.049988,400.369995,391.510010,394.920013,385.304077,10414700
